 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"47","01 01","QMS 01/01/06/023250","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","PRK573","Klinik 1 Malaysia Larut Matang & Selama","No  51   53  Jalan Medan Bersatu  Taman Medan Bersatu 34000 Taiping   Perak","KK","Batch 6","NORTHERN","PO106715","2016-09-01","PRPASP101","PBE","PERAK","LARUT MATANG SELAMA","2018-02-13 3:30PM","2018-02-13 3:30PM","16906","26-02-2018","Products Installed",
"48","01 01","QMS 01/01/06/023251","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR016","Klinik Kesihatan Soeharto","Kuala Kubu Bahru 44010 Hulu Selangor  Selangor","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP012","PBE","SELANGOR","HULU SELANGOR","2018-02-14 9:30AM","2018-02-14 9:30AM","018659","28-02-2018","Products Installed",
"49","01 01","QMS 01/01/06/023252","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR019","Klinik Kesihatan Rasa","JKR 554  Pekan Raksa  44200 Hulu Selangor  Selangor","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP013","PBE","SELANGOR","HULU SELANGOR","2018-02-14 11:30AM","2018-02-14 11:30AM","018690","28-02-2018","Products Installed",
"50","01 01","QMS 01/01/06/023253","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR020","Klinik Kesihatan Sungai Selisek","JKR 565  Klinik Kesihatan Selisek  44020 Sungai Selisek  HuluSelangor ","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP014","PBE","SELANGOR","HULU SELANGOR","2018-02-14 3:00PM","2018-02-14 3:00PM","016902","28-02-2018","Products Installed",
"51","01 01","QMS 01/01/06/023254","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR033","Klinik Kesihatan Tanjung Sepat","Jln Besar  Tanjong Sepat  Banting  42800 Kuala Langat  Selangor ","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP015","PBE","SELANGOR","KUALA LANGAT","2018-02-13 9:30AM","2018-02-13 9:30AM","018669","27-02-2018","Products Installed",
"52","01 01","QMS 01/01/06/023255","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR041","Klinik Kesihatan Jeram","Jalan Klang  Jeram  45800 Kuala Selangor  Selangor ","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP016","PBE","SELANGOR","KUALA SELANGOR","2018-02-19 11:00AM","2018-02-19 11:00AM","018699","26-02-2018","Products Installed",
"53","01 01","QMS 01/01/06/023256","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR042","Klinik Kesihatan Bestari Jaya","Lot 1867  Jalam Kampong  Bestari Jaya 45600 Selangor","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP017","PBE","SELANGOR","KUALA SELANGOR","2018-02-19 2:30PM","2018-02-19 2:30PM","018687","28-02-2018","Products Installed",
"54","01 01","QMS 01/01/06/023257","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR100","Klinik Kesihatan  Bukit Naga","Batu 6  Jalan Klinik  42450 Klang  Selangor","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP018","PBE","SELANGOR","KLANG","2018-02-14 2:00PM","2018-02-14 2:00PM","018702","26-02-2018","Products Installed",
"55","01 01","QMS 01/01/06/023258","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR188","Klinik Kesihatan Ibu dan Anak Kampung Pandan","KKIA Kampung Pandan  55100 Kuala Lumpur","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP019","PBE","SELANGOR","HULU LANGAT","2018-02-21 9:30AM","2018-02-21 9:30AM","016899","26-02-2018","Products Installed",
"56","01 01","QMS 01/01/06/023259","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR191","Klinik Kesihatan Ibu dan Anak Kesihatan Sabak Bernam","Jalan Raja Chulan  45200 Sabak Bernam  Selangor","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP020","PBE","SELANGOR","SABAK BERNAM","2018-02-19 9:30AM","2018-02-19 9:30AM","018692","26-02-2018","Products Installed",
"57","01 01","QMS 01/01/06/023260","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR365","Klinik 1 Malaysia Punchak Alam","105  Jalan Cakera Purnama 12 2 Bandar Baru Puncak Alam  451010 Kuala Selangor","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP021","PBE","SELANGOR","KUALA SELANGOR","2018-02-19 4:00PM","2018-02-19 4:00PM","016905","26-02-2018","Products Installed",
"58","01 01","QMS 01/01/06/023261","SUP031","TEE PHAM SDN BHD","kala@teephamedical.com.my","No. 440 B, Jalan Talang, Taman Perai,
13600 Perai Pulau Pinang, 
Malaysia.","Kala","Aspirators","CA-MI S.r.l.","HOSPIVAC 350FS","Aspirators","SLR389","Klinik 1 Malaysia Puchong Permai","No  F6 00  1  Block G6  Jalan Permai 2 3 Taman Permai  4700Puchong  Selangor","KK","Batch 6","CENTRAL","PO106715","2016-09-01","SLPASP022","PBE","SELANGOR","PETALING","2018-02-15 9:30AM","2018-02-15 9:30AM","016903","19-02-2018","Products Installed",
"59","01 02","QMS 01/02/06/023262","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Electrocardiographs, Multichannel","Edan Instruments., Inc","SE-301","Electrocardiographs, Multichannel","SBH058","Klinik Kesihatan Kuamut","D A PKK Sandakan  Tingkat 6  Bangunan Persekutuan 90500Sandakan Sabah","KK","Batch 6","East Malaysia","PO108310","2017-02-01","SBNELM060","NBE","SABAH","TONGOD","2018-01-10 2:00PM","2018-01-10 2:00PM","360738-M17511090046","01-03-2018","Products Installed",
"60","01 02","QMS 01/02/06/023263","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Electrocardiographs, Multichannel","Edan Instruments., Inc","SE-301","Electrocardiographs, Multichannel","SBH065","Klinik Kesihatan Sungai Tamang","D A Pejabat Kesihatan Kawasan Tawau  Tingkat 7  WismaPersekutuan  Peti Surat 990","KK","Batch 6","East Malaysia","PO108310","2017-02-01","SBNELM069","NBE","SABAH","TAWAU","2018-01-25 10:00AM","2018-01-25 10:00AM","M17511090065","01-03-2018","Products Installed",
"61","01 02","QMS 01/02/06/023264","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Electrocardiographs, Multichannel","Edan Instruments., Inc","SE-301","Electrocardiographs, Multichannel","SBH065","Klinik Kesihatan Sungai Tamang","D A Pejabat Kesihatan Kawasan Tawau  Tingkat 7  WismaPersekutuan  Peti Surat 990","KK","Batch 6","East Malaysia","PO108310","2017-02-01","SBNELM070","NBE","SABAH","TAWAU","2018-01-25 10:00AM","2018-01-25 10:00AM","M17511090018","01-03-2018","Products Installed",
"62","01 02","QMS 01/02/06/023265","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Electrocardiographs, Multichannel","Edan Instruments., Inc","SE-301","Electrocardiographs, Multichannel","SWK020","Klinik Kesihatan Kakus","Klinik Kesihatan Kakus Lebuh Raya Abang Galau  Tatau 97000 Bintulu","KK","Batch 6","East Malaysia","PO108310","2017-02-01","SWNELM072","NBE","SARAWAK","BINTULU","2018-02-20 8:00AM","2018-02-20 8:00AM","M17511080077","14-03-2018","Products Installed",
"63","01 02","QMS 01/02/06/023266","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Electrocardiographs, Multichannel","Edan Instruments., Inc","SE-301","Electrocardiographs, Multichannel","SWK021","Klinik Kesihatan Kuala Tatau","Klinik Kesihatan Kuala Tatau   Kg Kuala Tatau  Tatau  97000Bintulu","KK","Batch 6","East Malaysia","PO108310","2017-02-01","SWNELM073","NBE","SARAWAK","BINTULU","2018-02-20 8:00AM","2018-02-20 8:00AM","M17511080012","07-03-2018","Products Installed",
"64","01 03","QMS 01/03/06/023281","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR071","Klinik Kesihatan Ayer  Baloi","Jln  Ayer Baloi Pontian","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED156","PBE","JOHOR","PONTIAN","2018-01-02 10:30AM","2018-01-02 10:30AM","BBH 61595","05-02-2018","Products Installed",
"65","01 03","QMS 01/03/06/023282","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR090","Klinik Kesihatan Ibu dan Anak Kluang","86100  Kluang","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED157","PBE","JOHOR","KLUANG","2017-12-28 10:00AM","2017-12-28 10:00AM","BBH61567","10-01-2018","Products Installed",
"66","01 03","QMS 01/03/06/023283","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR090","Klinik Kesihatan Ibu dan Anak Kluang","86100  Kluang","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED158","PBE","JOHOR","KLUANG","2017-12-28 10:00AM","2017-12-28 10:00AM","BBH61562","10-01-2018","Products Installed",
"67","01 03","QMS 01/03/06/023284","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR090","Klinik Kesihatan Ibu dan Anak Kluang","86100  Kluang","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED159","PBE","JOHOR","KLUANG","2017-12-28 10:00AM","2017-12-28 10:00AM","BBH61566","10-01-2018","Products Installed",
"68","01 03","QMS 01/03/06/023285","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR093","Klinik Desa Parit Kasih","Kampong Parit Kasih  Sri Gading 83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED160","PBE","JOHOR","BATU PAHAT","2018-01-02 9:30AM","2018-01-02 9:30AM","BBH61583","01-02-2018","Products Installed",
"69","01 03","QMS 01/03/06/023286","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR094","Klinik Desa Parit Kader","Kampong Parit Kadir  Sri Gading 83200 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED161","PBE","JOHOR","BATU PAHAT","2018-01-02 10:30AM","2018-01-02 10:30AM","BBH61582","01-02-2018","Products Installed",
"70","01 03","QMS 01/03/06/023287","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR096","Klinik Desa Parit Hylam","Kampong Parit Hylam  Kampung Baru 83200 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED162","PBE","JOHOR","BATU PAHAT","2018-01-02 11:30AM","2018-01-02 11:30AM","BBH61581","01-02-2018","Products Installed",
"71","01 03","QMS 01/03/06/023288","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR097","Klinik Desa Parit Amil","Kampong Parit Amil  Tanjung Sembrong  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED163","PBE","JOHOR","BATU PAHAT","2018-01-02 12:30PM","2018-01-02 12:30PM","BBH61589","01-02-2018","Products Installed",
"72","01 03","QMS 01/03/06/023289","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR098","Klinik Desa Parit Haji Salam","Kampong Parit Salam  Bagan  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED164","PBE","JOHOR","BATU PAHAT","2018-01-02 2:30PM","2018-01-02 2:30PM","BBH61588","01-02-2018","Products Installed",
"73","01 03","QMS 01/03/06/023290","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR099","Klinik Desa Parit Gantong","Kampong Parit Gantong  Parit Sulong  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED165","PBE","JOHOR","BATU PAHAT","2018-01-02 3:30PM","2018-01-02 3:30PM","BBH61586","01-02-2018","Products Installed",
"74","01 03","QMS 01/03/06/023291","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR101","Klinik Desa Parit Betaling","Kampong Betaling  Sri Medan  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED166","PBE","JOHOR","BATU PAHAT","2018-01-03 8:30AM","2018-01-03 8:30AM","BBH61587","01-02-2018","Products Installed",
"75","01 03","QMS 01/03/06/023292","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR104","Klinik Desa Parit Kemang","Kampong Parit Kemang  Senggarang  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED167","PBE","JOHOR","BATU PAHAT","2018-01-03 9:30AM","2018-01-03 9:30AM","BBH61585","01-02-2018","Products Installed",
"76","01 03","QMS 01/03/06/023293","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR105","Klinik Desa Minyak Beku","Kampong Minyak Beku  83000  Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED168","PBE","JOHOR","BATU PAHAT","2018-01-03 10:30AM","2018-01-03 10:30AM","BBH61584","01-02-2018","Products Installed",
"77","01 03","QMS 01/03/06/023294","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR108","Klinik Desa Kangkar Senangar","Kampong Kangkar Senagar  Parit Sulong  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED169","PBE","JOHOR","BATU PAHAT","2018-01-03 11:30AM","2018-01-03 11:30AM","BBH61591","01-02-2018","Products Installed",
"78","01 03","QMS 01/03/06/023295","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR109","Klinik Desa Kangkar Baru","Kampong Kangkar Baru  Yong Peng  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED170","PBE","JOHOR","BATU PAHAT","2018-01-03 12:30PM","2018-01-03 12:30PM","BBH61593","01-02-2018","Products Installed",
"79","01 03","QMS 01/03/06/023296","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR110","Klinik Desa Kampung Baru","Kampung Baru  Parit Yaani  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED171","PBE","JOHOR","BATU PAHAT","2018-01-03 2:30PM","2018-01-03 2:30PM","BBH61594","01-02-2018","Products Installed",
"80","01 03","QMS 01/03/06/023297","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR113","Klinik Desa Batu Putih","Kampong  Batu Putih Simpang  Lima  83000  Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED172","PBE","JOHOR","BATU PAHAT","2018-01-03 3:30PM","2018-01-03 3:30PM","BBH61592","01-02-2018","Products Installed",
"81","01 03","QMS 01/03/06/023298","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR115","Klinik Desa Simpang 6","Kampung Simpang Enam  Rengit  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED173","PBE","JOHOR","BATU PAHAT","2018-01-04 8:30AM","2018-01-04 8:30AM","BBH61604","01-02-2018","Products Installed",
"82","01 03","QMS 01/03/06/023299","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR117","Klinik Desa Parit Warijo","Kampong  Parit Warijo  Sri Medan  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED174","PBE","JOHOR","BATU PAHAT","2018-01-04 9:30AM","2018-01-04 9:30AM","BBH61596","01-02-2018","Products Installed",
"83","01 03","QMS 01/03/06/023300","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR118","Klinik Desa Tanjung Semberong","Kampong Tg  Semberong  Sri Gading  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED175","PBE","JOHOR","BATU PAHAT","2018-01-02 8:30AM","2018-01-02 8:30AM","BBH61590","01-02-2018","Products Installed",
"84","01 03","QMS 01/03/06/023301","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR119","Klinik Desa Talang Bunut","Kampong Talang Benut Parit Raja 83000  Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED176","PBE","JOHOR","BATU PAHAT","2018-01-04 10:30AM","2018-01-04 10:30AM","BBH61605","01-02-2018","Products Installed",
"85","01 03","QMS 01/03/06/023302","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR120","Klinik Desa Parit Nibong","Kampong  Parit Nibong  Semerah  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED177","PBE","JOHOR","BATU PAHAT","2018-01-04 11:30AM","2018-01-04 11:30AM","BBH61579","01-02-2018","Products Installed",
"86","01 03","QMS 01/03/06/023303","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","JHR121","Klinik Desa Sungai Merlong","Kampong  Sungai Merlong  Rengit  83000 Batu Pahat  Johor","KK","Batch 6","SOUTHERN","PO106545","2016-09-01","JHPFED178","PBE","JOHOR","BATU PAHAT","2018-01-04 12:30PM","2018-01-04 12:30PM","BBH61608","01-02-2018","Products Installed",
