 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"40","04 03","QMS 04/03/03/07538","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, Steam","Daihan Labtech Co Ltd","LAC-1021SV","Sterilizing Units, Steam","PNG183","Klinik Pergigian Di Klinik Kesihatan Jalan Macalister","Klinik Pergigian Jln Macalister 10400 Pulau Pinang","KK","Batch 3","NORTHERN","PO106893","2016-09-01","PNNSTS010","NBE","PULAU PINANG","TIMUR LAUT","2017-05-31 3:30PM","2017-05-31 3:30PM","2016092931","Products Installed",
"41","06 04","QMS 06/04/03/07601","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Exercisers, Continuous Passive motion","BTL Industries Limited","BTL CP Motion K Pro","Exercisers, Continuous Passive motion","SLR054","Klinik Kesihatan Salak","117  Jalan Salak  43900 Sepang  Selangor ","KK","Batch 3","CENTRAL","PO106559","2016-09-01","SLNEXC011","NBE","SELANGOR","SEPANG","2017-05-31 12:00PM","2017-05-31 12:00PM","09300B000283","Products Installed",
"42","03 06","QMS 03/06/03/07611","SUP019","MEDILIFE M SDN BHD","aminah@medi-life.com.my","NO 10 ( 2ND FLOOR ) JALAN PENDAFTAR U1/54 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM, SELANGOR","Puan Siti Aminah","Radiographic Units, Dental","Dentsply Sirona","Heliodent Vario DG","Radiographic Units, Dental","NSB205","Klinik Pergigian Di Klinik Kesihatan Gemas","Jalan Tok Sulong   73400 Gemas73400 Gemas","KK","Batch 3","SOUTHERN","PO106745","2016-09-01","NSNRAD002","NBE","NEGERI SEMBILAN","TAMPIN","2017-05-31 8:00AM","2017-05-31 8:00AM","3207VF6186","Products Installed",
"43","04 01","QMS 04/01/03/07632","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, portable","Daihan Labtech Co Ltd","LAC3011V","Sterilizing Units, portable","PNG221","Klinik Pergigian Di Klinik Kesihatan Bayan Baru","Klinik Kesihatan Bayan Baru  11950 Jalan Tengah  Pulau Pinang","KK","Batch 3","NORTHERN","PO106894","2016-09-01","PNNSTP007","NBE","PULAU PINANG","BARAT DAYA","2017-05-31 8:30AM","2017-05-31 8:30AM","20170322087","Products Installed",
"44","07 06B","QMS 07/06B/03/07846","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Elec)","Dometic,Luxemberg","TCW3000AC","Freezers, laboratory Vaccine (Elec)","SWK138","Klinik Kesihatan Samera","Klinik Kesihatan Samera  94600  Asajaya","KK","Batch 3","East Malaysia","PO106895","2016-09-01","SWNFRV130","NBE","SARAWAK","SAMARAHAN","2017-05-31 9:00AM","2017-05-31 9:00AM","7034260","Products Installed",
"45","07 06B","QMS 07/06B/03/07847","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Elec)","Dometic,Luxemberg","TCW3000AC","Freezers, laboratory Vaccine (Elec)","SWK136","Klinik Kesihatan Jemukan","Klinik Kesihatan Jemukan Kg Jemukan  94600  Asajaya","KK","Batch 3","East Malaysia","PO106895","2016-09-01","SWNFRV131","NBE","SARAWAK","SAMARAHAN","2017-05-31 10:00AM","2017-05-31 10:00AM","7034231","Products Installed",
"46","07 06B","QMS 07/06B/03/07858","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Elec)","Dometic,Luxemberg","TCW3000AC","Freezers, laboratory Vaccine (Elec)","SLR012","Klinik Kesihatan Bangi","Persiaran Pekeliling Seksyen 3  43650 Bandar Baru Bangi  Selangor ","KK","Batch 3","CENTRAL","PO106895","2016-09-01","SLNFRV129","NBE","SELANGOR","HULU LANGAT","2017-05-31 9:00AM","2017-05-31 9:00AM","7143616","Products Installed",
"47","07 06B","QMS 07/06B/03/07859","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Elec)","Dometic,Luxemberg","TCW3000AC","Freezers, laboratory Vaccine (Elec)","SLR012","Klinik Kesihatan Bangi","Persiaran Pekeliling Seksyen 3  43650 Bandar Baru Bangi  Selangor ","KK","Batch 3","CENTRAL","PO106895","2016-09-01","SLNFRV130","NBE","SELANGOR","HULU LANGAT","2017-05-31 3:00PM","2017-05-31 3:00PM","7143687","Products Installed",
"48","06 09","QMS 06/09/03/08592","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","SLR044","Klinik Kesihatan Kelana Jaya","Lot 38294  Jalan Ss 6 3A  47301 Petaling Jaya  Selangor","KK","Batch 3","CENTRAL","TPO0609","2017-02-01","SLNHEH017","NBE","SELANGOR","PETALING","2017-05-22 2:30PM","2017-05-31 3:00PM","17053481","Products Installed",
"49","06 09","QMS 06/09/03/08597","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Heating Units, Hot-Pack","Whitehall ","T-12-M","Heating Units, Hot-Pack","SLR054","Klinik Kesihatan Salak","117  Jalan Salak  43900 Sepang  Selangor ","KK","Batch 3","CENTRAL","TPO0609","2017-02-01","SLNHEH022","NBE","SELANGOR","SEPANG","2017-05-31 11:00AM","2017-05-31 11:00AM","17053476","Products Installed",
"50","01 05","QMS 01/05/03/011703","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","HemoPoint H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK105","Klinik Kesihatan Taman Negara Mulu","D A Pejabat Kesihatan Bahagian Miri   Jalan Temenggong Oyong Lawai Jau  98000 Mi","KK","Batch 3","East Malaysia","TPO0105","2017-02-01","SWPANB049","PBE","SARAWAK","MIRI","2017-05-31 8:00AM","2017-05-31 8:00AM","3008-15-0556","Products Installed",
"51","01 05","QMS 01/05/03/011704","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","HemoPoint H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK105","Klinik Kesihatan Taman Negara Mulu","D A Pejabat Kesihatan Bahagian Miri   Jalan Temenggong Oyong Lawai Jau  98000 Mi","KK","Batch 3","East Malaysia","TPO0105","2017-02-01","SWPANB050","PBE","SARAWAK","MIRI","2017-05-31 8:00AM","2017-05-31 8:00AM","3008-15-0553","Products Installed",
"52","02 07","QMS 02/07/03/011789","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR002","Klinik Kesihatan Bagan","Pekan Parit Besar  Bagan  83000 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE001","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010613","Products Installed",
"53","02 07","QMS 02/07/03/011790","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR002","Klinik Kesihatan Bagan","Pekan Parit Besar  Bagan  83000 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE002","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010614","Products Installed",
"54","02 07","QMS 02/07/03/011791","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR004","Klinik Kesihatan Parit Raja","Jalan Besar Air Hitam 86400 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE003","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010597","Products Installed",
"55","02 07","QMS 02/07/03/011792","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR004","Klinik Kesihatan Parit Raja","Jalan Besar Air Hitam 86400 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE004","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010612","Products Installed",
"56","02 07","QMS 02/07/03/011793","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR009","Klinik Kesihatan Semerah","Jalan Muar Semerah Batu Pahat 83000  Batu Pahat Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE005","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010333","Products Installed",
"57","02 07","QMS 02/07/03/011794","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR009","Klinik Kesihatan Semerah","Jalan Muar Semerah Batu Pahat 83000  Batu Pahat Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE006","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010599","Products Installed",
"58","02 07","QMS 02/07/03/011795","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR012","Klinik Kesihatan Sri Medan","Ppa 14  Jalan Kg Sri Pasir   Sri Medan Batu Pahat 83400  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE008","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010334","Products Installed",
"59","02 07","QMS 02/07/03/011796","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR012","Klinik Kesihatan Sri Medan","Ppa 14  Jalan Kg Sri Pasir   Sri Medan Batu Pahat 83400  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE009","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010340","Products Installed",
"60","02 07","QMS 02/07/03/011797","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR013","Klinik Kesihatan Tongkang Pecah","JTP 121 Jalan Besar Tongkang Pecah  83010 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE010","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010600","Products Installed",
"61","02 07","QMS 02/07/03/011798","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR013","Klinik Kesihatan Tongkang Pecah","JTP 121 Jalan Besar Tongkang Pecah  83010 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE011","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010600","Products Installed",
"62","02 07","QMS 02/07/03/011799","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR014","Klinik Kesihatan Yong Peng","JKR 1446   Jalan Besar Yong Peng  83700 Yong Peng  Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE013","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010609","Products Installed",
"63","02 07","QMS 02/07/03/011800","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR014","Klinik Kesihatan Yong Peng","JKR 1446   Jalan Besar Yong Peng  83700 Yong Peng  Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE014","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010593","Products Installed",
"64","02 07","QMS 02/07/03/011801","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR015","Klinik Kesihatan Pesta / Kampung Kenangan","Kg  Kenangan Dato Onn   Jalan Perak  83000  Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE015","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010594","Products Installed",
"65","02 07","QMS 02/07/03/011802","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR015","Klinik Kesihatan Pesta / Kampung Kenangan","Kg  Kenangan Dato Onn   Jalan Perak  83000  Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE016","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010607","Products Installed",
"66","02 07","QMS 02/07/03/011803","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR005","Klinik Kesihatan Sri Merlong","Kampong Sri Merlong   83100 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE088","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM",,"Products Installed",
"67","02 07","QMS 02/07/03/011804","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR007","Klinik Kesihatan Parit Yaani","Pekan Parit Yaani   83710 Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE089","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010605","Products Installed",
"68","02 07","QMS 02/07/03/011805","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR010","Klinik Kesihatan Senggarang","JKR 976  Jalan Ismail  83200  Senggarang  Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE090","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010475","Products Installed",
"69","02 07","QMS 02/07/03/011806","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR011","Klinik Kesihatan Sri Gading","Sri Gading  83000  Batu Pahat  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE091","NBE","JOHOR","BATU PAHAT","2017-03-01 09.00AM","2017-05-31 09.00AM","17010601","Products Installed",
"70","02 07","QMS 02/07/03/011807","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR021","Klinik Kesihatan Taman Tun Aminah (Tmn. Sri Orkid (Sementara))","No  9 11 15   17 Jalan Sri Orkid 26 Johor  Bahru  81200","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE018","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010591","Products Installed",
"71","02 07","QMS 02/07/03/011808","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR021","Klinik Kesihatan Taman Tun Aminah (Tmn. Sri Orkid (Sementara))","No  9 11 15   17 Jalan Sri Orkid 26 Johor  Bahru  81200","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE019","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","849442","Products Installed",
"72","02 07","QMS 02/07/03/011809","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR022","Klinik Kesihatan Tampoi","Batu 5  Jalan Skudai  81200 Johor Bahru  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE023","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010598","Products Installed",
"73","02 07","QMS 02/07/03/011810","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR022","Klinik Kesihatan Tampoi","Batu 5  Jalan Skudai  81200 Johor Bahru  Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE024","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010602","Products Installed",
"74","02 07","QMS 02/07/03/011811","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR023","Klinik Kesihatan Gelang Patah","Jalan Besar  Gelang Patah Johor  Bahru  81550","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE025","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010603","Products Installed",
"75","02 07","QMS 02/07/03/011812","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR023","Klinik Kesihatan Gelang Patah","Jalan Besar  Gelang Patah Johor  Bahru  81550","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE026","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010617","Products Installed",
"76","02 07","QMS 02/07/03/011813","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR024","Klinik Kesihatan Majidee","Jalan Tebrau  Johor   Bahru Johor  Bahru  81100","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE029","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010531","Products Installed",
"77","02 07","QMS 02/07/03/011814","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR024","Klinik Kesihatan Majidee","Jalan Tebrau  Johor   Bahru Johor  Bahru  81100","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE030","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010618","Products Installed",
"78","02 07","QMS 02/07/03/011815","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR026","Klinik Kesihatan Masai","Jalan Pekeliling Masai  81750  Masai Johor  Bahru Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE032","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010481","Products Installed",
"79","02 07","QMS 02/07/03/011816","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR026","Klinik Kesihatan Masai","Jalan Pekeliling Masai  81750  Masai Johor  Bahru Johor","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE033","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010532","Products Installed",
"80","02 07","QMS 02/07/03/011817","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Light, Examination","LID-LAMPS ","HEPTA (LED076517+PIRO 0666)","Light, Examination","JHR027","Klinik Kesihatan Ulu Tiram","Ulu Tiram Johor   Bahru Johor  Bahru  81800","KK","Batch 3","SOUTHERN","TPO0207","2017-02-01","JHNLIE036","NBE","JOHOR","JOHOR BAHRU","2017-03-01 09.00AM","2017-05-31 09.00AM","17010482","Products Installed",
