BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
JHPSPL005,SPIROMETERS| LOW,JHR003,KESIHATAN,BATU PAHAT,JOHOR,DEA,ACT
SWPSPL109,SPIROMETERS| LOW,SWK045,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL110,SPIROMETERS| LOW,SWK045,KESIHATAN,KAPIT,SARAWAK,DEA,ACT
SWPSPL111,SPIROMETERS| LOW,SWK048,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL112,SPIROMETERS| LOW,SWK048,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL113,SPIROMETERS| LOW,SWK050,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL114,SPIROMETERS| LOW,SWK050,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL115,SPIROMETERS| LOW,SWK050,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL116,SPIROMETERS| LOW,SWK053,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL117,SPIROMETERS| LOW,SWK053,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL118,SPIROMETERS| LOW,SWK054,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL119,SPIROMETERS| LOW,SWK054,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL120,SPIROMETERS| LOW,SWK054,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL121,SPIROMETERS| LOW,SWK055,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL122,SPIROMETERS| LOW,SWK055,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL123,SPIROMETERS| LOW,SWK055,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL124,SPIROMETERS| LOW,SWK055,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL125,SPIROMETERS| LOW,SWK055,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL126,SPIROMETERS| LOW,SWK055,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL127,SPIROMETERS| LOW,SWK055,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL128,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL129,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL130,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL131,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL132,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL133,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL134,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL135,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL136,SPIROMETERS| LOW,SWK056,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL137,SPIROMETERS| LOW,SWK057,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL138,SPIROMETERS| LOW,SWK057,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL139,SPIROMETERS| LOW,SWK058,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL140,SPIROMETERS| LOW,SWK058,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL141,SPIROMETERS| LOW,SWK059,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL207,SPIROMETERS| LOW,SWK088,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL208,SPIROMETERS| LOW,SWK088,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL211,SPIROMETERS| LOW,SWK090,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL212,SPIROMETERS| LOW,SWK090,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL213,SPIROMETERS| LOW,SWK091,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL214,SPIROMETERS| LOW,SWK091,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL215,SPIROMETERS| LOW,SWK092,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL216,SPIROMETERS| LOW,SWK092,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL217,SPIROMETERS| LOW,SWK093,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL218,SPIROMETERS| LOW,SWK093,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL219,SPIROMETERS| LOW,SWK094,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL220,SPIROMETERS| LOW,SWK095,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL221,SPIROMETERS| LOW,SWK095,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL225,SPIROMETERS| LOW,SWK097,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL226,SPIROMETERS| LOW,SWK097,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL227,SPIROMETERS| LOW,SWK098,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL228,SPIROMETERS| LOW,SWK098,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL229,SPIROMETERS| LOW,SWK099,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL230,SPIROMETERS| LOW,SWK099,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL231,SPIROMETERS| LOW,SWK100,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL232,SPIROMETERS| LOW,SWK101,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL233,SPIROMETERS| LOW,SWK101,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL234,SPIROMETERS| LOW,SWK102,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL235,SPIROMETERS| LOW,SWK102,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL236,SPIROMETERS| LOW,SWK103,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL237,SPIROMETERS| LOW,SWK103,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL238,SPIROMETERS| LOW,SWK104,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL239,SPIROMETERS| LOW,SWK104,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL240,SPIROMETERS| LOW,SWK105,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL241,SPIROMETERS| LOW,SWK106,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL242,SPIROMETERS| LOW,SWK106,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL246,SPIROMETERS| LOW,SWK108,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL247,SPIROMETERS| LOW,SWK108,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL248,SPIROMETERS| LOW,SWK109,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL249,SPIROMETERS| LOW,SWK109,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL250,SPIROMETERS| LOW,SWK110,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL251,SPIROMETERS| LOW,SWK110,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL285,SPIROMETERS| LOW,SWK134,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL286,SPIROMETERS| LOW,SWK136,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL287,SPIROMETERS| LOW,SWK136,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL288,SPIROMETERS| LOW,SWK138,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL289,SPIROMETERS| LOW,SWK138,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL290,SPIROMETERS| LOW,SWK139,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL291,SPIROMETERS| LOW,SWK139,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL292,SPIROMETERS| LOW,SWK139,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL293,SPIROMETERS| LOW,SWK140,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL294,SPIROMETERS| LOW,SWK141,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL295,SPIROMETERS| LOW,SWK141,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL296,SPIROMETERS| LOW,SWK141,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL297,SPIROMETERS| LOW,SWK143,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL298,SPIROMETERS| LOW,SWK143,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL299,SPIROMETERS| LOW,SWK143,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL300,SPIROMETERS| LOW,SWK144,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL301,SPIROMETERS| LOW,SWK145,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL302,SPIROMETERS| LOW,SWK145,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL303,SPIROMETERS| LOW,SWK145,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL304,SPIROMETERS| LOW,SWK146,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL305,SPIROMETERS| LOW,SWK146,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL306,SPIROMETERS| LOW,SWK146,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL307,SPIROMETERS| LOW,SWK147,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL308,SPIROMETERS| LOW,SWK147,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL309,SPIROMETERS| LOW,SWK147,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL310,SPIROMETERS| LOW,SWK148,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL311,SPIROMETERS| LOW,SWK148,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL312,SPIROMETERS| LOW,SWK149,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL313,SPIROMETERS| LOW,SWK149,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL314,SPIROMETERS| LOW,SWK150,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL315,SPIROMETERS| LOW,SWK150,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL316,SPIROMETERS| LOW,SWK151,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL317,SPIROMETERS| LOW,SWK151,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL318,SPIROMETERS| LOW,SWK151,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL319,SPIROMETERS| LOW,SWK152,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL374,SPIROMETERS| LOW,SWK181,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL375,SPIROMETERS| LOW,SWK181,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL376,SPIROMETERS| LOW,SWK182,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL377,SPIROMETERS| LOW,SWK182,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL378,SPIROMETERS| LOW,SWK183,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL379,SPIROMETERS| LOW,SWK186,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL380,SPIROMETERS| LOW,SWK186,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL381,SPIROMETERS| LOW,SWK187,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL382,SPIROMETERS| LOW,SWK187,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL383,SPIROMETERS| LOW,SWK188,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL384,SPIROMETERS| LOW,SWK188,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL385,SPIROMETERS| LOW,SWK189,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL386,SPIROMETERS| LOW,SWK192,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL387,SPIROMETERS| LOW,SWK193,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL388,SPIROMETERS| LOW,SWK193,KESIHATAN,SRI AMAN,SARAWAK,DEA,ACT
SWPSPL391,SPIROMETERS| LOW,SWK196,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL392,SPIROMETERS| LOW,SWK196,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL393,SPIROMETERS| LOW,SWK196,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
SWPSPL395,SPIROMETERS| LOW,SWK198,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL396,SPIROMETERS| LOW,SWK199,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL397,SPIROMETERS| LOW,SWK054,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL398,SPIROMETERS| LOW,SWK201,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL399,SPIROMETERS| LOW,SWK202,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL400,SPIROMETERS| LOW,SWK203,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL401,SPIROMETERS| LOW,SWK204,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL406,SPIROMETERS| LOW,SWK210,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL407,SPIROMETERS| LOW,SWK211,KESIHATAN,SERIAN,SARAWAK,DEA,ACT
SWPSPL408,SPIROMETERS| LOW,SWK212,KESIHATAN,KUCHING,SARAWAK,DEA,ACT
SWPSPL409,SPIROMETERS| LOW,SWK213,KESIHATAN,SAMARAHAN,SARAWAK,DEA,ACT
SWPSPL419,SPIROMETERS| LOW,SWK226,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL420,SPIROMETERS| LOW,SWK226,KESIHATAN,MIRI,SARAWAK,DEA,ACT
SWPSPL424,SPIROMETERS| LOW,SWK506,KESIHATAN,BINTULU,SARAWAK,DEA,ACT
WKPSPL003,SPIROMETERS| LOW,WKL001,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL004,SPIROMETERS| LOW,WKL001,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL005,SPIROMETERS| LOW,WKL001,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL006,SPIROMETERS| LOW,WKL001,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL007,SPIROMETERS| LOW,WKL001,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL008,SPIROMETERS| LOW,WKL001,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL012,SPIROMETERS| LOW,WKL002,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL013,SPIROMETERS| LOW,WKL002,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL014,SPIROMETERS| LOW,WKL002,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL015,SPIROMETERS| LOW,WKL002,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL016,SPIROMETERS| LOW,WKL002,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL019,SPIROMETERS| LOW,WKL003,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL020,SPIROMETERS| LOW,WKL003,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL021,SPIROMETERS| LOW,WKL003,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL022,SPIROMETERS| LOW,WKL003,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL023,SPIROMETERS| LOW,WKL003,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL024,SPIROMETERS| LOW,WKL003,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL027,SPIROMETERS| LOW,WKL004,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL028,SPIROMETERS| LOW,WKL004,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL029,SPIROMETERS| LOW,WKL004,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL030,SPIROMETERS| LOW,WKL004,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL031,SPIROMETERS| LOW,WKL004,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL032,SPIROMETERS| LOW,WKL004,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL036,SPIROMETERS| LOW,WKL006,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL037,SPIROMETERS| LOW,WKL006,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL038,SPIROMETERS| LOW,WKL006,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL039,SPIROMETERS| LOW,WKL006,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL040,SPIROMETERS| LOW,WKL006,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL041,SPIROMETERS| LOW,WKL006,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL044,SPIROMETERS| LOW,WKL007,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL045,SPIROMETERS| LOW,WKL007,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL046,SPIROMETERS| LOW,WKL007,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL047,SPIROMETERS| LOW,WKL007,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL048,SPIROMETERS| LOW,WKL007,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL049,SPIROMETERS| LOW,WKL007,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL054,SPIROMETERS| LOW,WKL009,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL055,SPIROMETERS| LOW,WKL009,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL056,SPIROMETERS| LOW,WKL009,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL057,SPIROMETERS| LOW,WKL009,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL058,SPIROMETERS| LOW,WKL009,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL063,SPIROMETERS| LOW,WKL010,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL064,SPIROMETERS| LOW,WKL010,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL065,SPIROMETERS| LOW,WKL010,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL066,SPIROMETERS| LOW,WKL010,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL067,SPIROMETERS| LOW,WKL010,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL071,SPIROMETERS| LOW,WKL011,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL072,SPIROMETERS| LOW,WKL011,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL073,SPIROMETERS| LOW,WKL011,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL074,SPIROMETERS| LOW,WKL011,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL075,SPIROMETERS| LOW,WKL011,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL078,SPIROMETERS| LOW,WKL012,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL079,SPIROMETERS| LOW,WKL012,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL080,SPIROMETERS| LOW,WKL012,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL081,SPIROMETERS| LOW,WKL012,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL082,SPIROMETERS| LOW,WKL012,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL083,SPIROMETERS| LOW,WKL012,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL088,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL089,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL090,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL091,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL092,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL096,SPIROMETERS| LOW,WKL014,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL097,SPIROMETERS| LOW,WKL014,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL098,SPIROMETERS| LOW,WKL014,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL099,SPIROMETERS| LOW,WKL014,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL100,SPIROMETERS| LOW,WKL014,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL101,SPIROMETERS| LOW,WKL014,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL104,SPIROMETERS| LOW,WKL005,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL106,SPIROMETERS| LOW,WKL150,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL107,SPIROMETERS| LOW,WKL150,KESIHATAN,PUTRAJAYA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL108,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL109,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL110,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL111,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL112,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL113,SPIROMETERS| LOW,WKL013,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL114,SPIROMETERS| LOW,WKL016,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL115,SPIROMETERS| LOW,WKL017,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL116,SPIROMETERS| LOW,WKL007,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL117,SPIROMETERS| LOW,WKL019,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL118,SPIROMETERS| LOW,WKL020,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL119,SPIROMETERS| LOW,WKL021,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL120,SPIROMETERS| LOW,WKL022,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL121,SPIROMETERS| LOW,WKL023,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL122,SPIROMETERS| LOW,WKL024,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL123,SPIROMETERS| LOW,WKL025,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL124,SPIROMETERS| LOW,WKL026,KESIHATAN,TITIWANGSA,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL125,SPIROMETERS| LOW,WKL027,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL126,SPIROMETERS| LOW,WKL028,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL127,SPIROMETERS| LOW,WKL029,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL128,SPIROMETERS| LOW,WKL030,KESIHATAN,LEMBAH PANTAI,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL129,SPIROMETERS| LOW,WKL031,KESIHATAN,CHERAS,WILAYAH PERSEKUTUAN,DEA,ACT
WKPSPL130,SPIROMETERS| LOW,WKL032,KESIHATAN,KEPONG,WILAYAH PERSEKUTUAN,DEA,ACT
