 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"44","02 13","QMS 02/13/04/017350","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","MLK025","Klinik Kesihatan Sungai Udang","Bt 11 12 76300 Sungai Udang","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","MLPCHE018","PBE","MELAKA","MELAKA TENGAH","2017-08-25 9:00AM","2017-08-25 9:00AM","2017060708100","Products Installed",
"45","02 13","QMS 02/13/04/017351","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","MLK023","Klinik Kesihatan Tanjung Kling","Bt 7 Pekan Tanjung Kling 76400 Tanjung Kling","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","MLPCHE017","PBE","MELAKA","MELAKA TENGAH","2017-08-25 9:00AM","2017-08-25 9:00AM","2017060708101","Products Installed",
"46","01 05","QMS 01/05/04/014633","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK213","Klinik Kesihatan Ibu dan Anak Simunjan Bandar","Jalan Serian Simunjan  94800  Simunjan","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SWPANB143","PBE","SARAWAK","SAMARAHAN","2017-08-25 10:00AM","2017-08-25 10:00AM","3008-14-3346","Products Installed",
"47","01 05","QMS 01/05/04/014625","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK077","Klinik Kesihatan Tang Lapadan","Klinik Kesihatan Tang Lapadan   Lawas   98850 Limbang","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SWPANB093","PBE","SARAWAK","LIMBANG","2017-08-24 10:00AM","2017-08-24 10:00AM","3008-14-3343","Products Installed",
"48","01 05","QMS 01/05/04/014626","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK078","Klinik Kesihatan Trusan","Klinik Kesihatan Trusan   Lawas    98850 Lawas","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SWPANB094","PBE","SARAWAK","LIMBANG","2017-08-24 10:00AM","2017-08-24 10:00AM","3008-14-3341","Products Installed",
"49","02 13","QMS 02/13/04/017248","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR002","Klinik Kesihatan Bagan","Pekan Parit Besar  Bagan  83000 Batu Pahat  Johor","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE001","PBE","JOHOR","BATU PAHAT","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708097","Products Installed",
"50","02 13","QMS 02/13/04/017251","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR006","Klinik Kesihatan Parit Sulong","Pekan Parit Sulong  Jalan Muar  83500 Batu Pahat  Johor","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE005","PBE","JOHOR","BATU PAHAT","2017-08-24 9:00AM","2017-08-24 9:00AM","201706078096","Products Installed",
"51","02 13","QMS 02/13/04/017255","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR009","Klinik Kesihatan Semerah","Jalan Muar Semerah Batu Pahat 83000  Batu Pahat Johor","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE008","PBE","JOHOR","BATU PAHAT","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708095","Products Installed",
"52","02 13","QMS 02/13/04/017258","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR012","Klinik Kesihatan Sri Medan","Ppa 14  Jalan Kg Sri Pasir   Sri Medan Batu Pahat 83400  Johor","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE011","PBE","JOHOR","BATU PAHAT","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708098","Products Installed",
"53","02 13","QMS 02/13/04/017286","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR037","Klinik Kesihatan Air Tawar 2","Jalan Pasar  Sg Rengit  Kota Tinggi  81900","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE034","PBE","JOHOR","KOTA TINGGI","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708077","Products Installed",
"54","02 13","QMS 02/13/04/017287","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR038","Klinik Kesihatan Bandar Mas","Jalan Tun Habab Kota Tinggi 81900","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE072","PBE","JOHOR","KOTA TINGGI","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708126","Products Installed",
"55","02 13","QMS 02/13/04/017288","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR039","Klinik Kesihatan Bandar Penawar","N0 5 Jalan Pembangunan  81900 Kota Tinggi","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE035","PBE","JOHOR","KOTA TINGGI","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708127","Products Installed",
"56","02 13","QMS 02/13/04/017294","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR046","Klinik Kesihatan Sening","Felda Sg Mas Kota Tinggi 81900","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE075","PBE","JOHOR","KOTA TINGGI","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708128","Products Installed",
"57","02 13","QMS 02/13/04/017295","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR047","Klinik Kesihatan Sungai Rengit","Pengerang  81620 Kota Tinggi   Johor","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE039","PBE","JOHOR","KOTA TINGGI","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708129","Products Installed",
"58","02 13","QMS 02/13/04/017316","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR069","Klinik Kesihatan Parit Yusof","Jalan Temenggong Ahmad 84150  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE082","PBE","JOHOR","MUAR","2017-08-24 9:00AM","2017-08-24 9:00AM","2017060708094","Products Installed",
"59","01 05","QMS 01/05/04/014619","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK027","Klinik Kesihatan Nanga Bena","Klinik Kesihatan Nanga Bena","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SWPANB078","PBE","SARAWAK","KAPIT","2017-08-23 10:00AM","2017-08-23 10:00AM","3008-14-3324","Products Installed",
"60","01 05","QMS 01/05/04/014620","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK041","Klinik Kesihatan Uma Sambop","Klinik Kesihatan Uma Sambop  96800  Belaga","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SWPANB084","PBE","SARAWAK","KAPIT","2017-08-23 10:00AM","2017-08-23 10:00AM","3008-14-3330","Products Installed",
"61","01 05","QMS 01/05/04/014623","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK069","Klinik Kesihatan Nanga Merit","Klinik Kesihatan Nanga Merit  Limbang   98700 Limbang","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SWPANB027","PBE","SARAWAK","LIMBANG","2017-08-23 10:00AM","2017-08-23 10:00AM","3008-14-3340","Products Installed",
"62","01 05","QMS 01/05/04/014624","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK069","Klinik Kesihatan Nanga Merit","Klinik Kesihatan Nanga Merit  Limbang   98700 Limbang","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SWPANB028","PBE","SARAWAK","LIMBANG","2017-08-23 10:00AM","2017-08-23 10:00AM","3008-14-3342","Products Installed",
"63","02 13","QMS 02/13/04/017285","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR205","Klinik Kesihatan  Air Tawar 5 (Felda)","Felda Air Tawar 5 81900","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE084","PBE","JOHOR","KOTA TINGGI","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708072","Products Installed",
"64","02 13","QMS 02/13/04/017290","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR042","Klinik Kesihatan Bukit Waha","Jalan Pembangunan  Bandar Penawar Kota Tinggi 81900","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE037","PBE","JOHOR","KOTA TINGGI","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708073","Products Installed",
"65","02 13","QMS 02/13/04/017291","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR044","Klinik Kesihatan Lok Heng","Felda Air Tawar 2 Kota Tinggi 81900","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE038","PBE","JOHOR","KOTA TINGGI","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708074","Products Installed",
"66","02 13","QMS 02/13/04/017293","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR043","Klinik Kesihatan Sedili Besar","Jln Hj Md Lazim Kota Tinggi 81900","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE073","PBE","JOHOR","KOTA TINGGI","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708075","Products Installed",
"67","02 13","QMS 02/13/04/017296","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR048","Klinik Kesihatan Tanjung Sedili","Felda Sening Kota Tinggi 81900","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE040","PBE","JOHOR","KOTA TINGGI","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708076","Products Installed",
"68","02 13","QMS 02/13/04/017300","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR059","Klinik Kesihatan Sungai Mati","Klinik Kesihatan Sg  Mati  84400 Sg  Mati  Ledang","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE047","PBE","JOHOR","LEDANG","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708093","Products Installed",
"69","02 13","QMS 02/13/04/017310","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR064","Klinik Kesihatan Kenangan Tun Dr. Ismail","Batu 6 Bakri 84200  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE051","PBE","JOHOR","MUAR","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708089","Products Installed",
"70","02 13","QMS 02/13/04/017312","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR061","Klinik Kesihatan Maharani","Jalan Temenggong Ahmad 84600  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE049","PBE","JOHOR","MUAR","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708088","Products Installed",
"71","02 13","QMS 02/13/04/017314","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR067","Klinik Kesihatan Parit Bakar","Jalan Muar Ke Pagoh 84300  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE080","PBE","JOHOR","MUAR","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708090","Products Installed",
"72","02 13","QMS 02/13/04/017315","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR068","Klinik Kesihatan Parit Jawa","Jalan Muar Ke Batu Pahat 83500  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE081","PBE","JOHOR","MUAR","2017-08-23 9:00AM","2017-08-23 9:00AM","2017060708091","Products Installed",
"73","02 13","QMS 02/13/04/017317","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR070","Klinik Kesihatan Sri Menanti","Jalan Muar Ke Batu Pahat 84160  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE083","PBE","JOHOR","MUAR","2017-08-23 9:00AM","2017-08-23 9:00AM","2017050708092","Products Installed",
"74","01 05","QMS 01/05/04/014622","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK076","Klinik Kesihatan Merapok","Klinik Kesihatan Merapok  Jalan Sindumin 98850  Lawas","KK","Batch 4","East Malaysia","PO108520","2017-02-01","SWPANB092","PBE","SARAWAK","LIMBANG","2017-08-22 10:00AM","2017-08-22 10:00AM","3008-14-3345","Products Installed",
"75","02 13","QMS 02/13/04/017301","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR052","Klinik Kesihatan Endau","Jalan Sekolah  86900 Mersing","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE043","PBE","JOHOR","MERSING","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708064","Products Installed",
"76","02 13","QMS 02/13/04/017302","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR051","Klinik Kesihatan Jemaluang","Jln Kota Tinggi Mersing  86800 Mersing","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE042","PBE","JOHOR","MERSING","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708067","Products Installed",
"77","02 13","QMS 02/13/04/017303","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR053","Klinik Kesihatan Mersing Kanan","Jalan Endau Mersing  86800 Mersing","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE044","PBE","JOHOR","MERSING","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708068","Products Installed",
"78","02 13","QMS 02/13/04/017304","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR219","Klinik Kesihatan Nitar 1 (Felda)","Felda Nitar 1  Jalan Merbah  86800 Mersing","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE085","PBE","JOHOR","MERSING","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708069","Products Installed",
"79","02 13","QMS 02/13/04/017305","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR049","Klinik Kesihatan Tenggaroh 2","Tenggaroh 2  86800  Mersing","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE041","PBE","JOHOR","MERSING","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708070","Products Installed",
"80","02 13","QMS 02/13/04/017306","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR050","Klinik Kesihatan Tenglu","Klinik Jalan Endau  86800 Mersing","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE076","PBE","JOHOR","MERSING","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708071","Products Installed",
"81","02 13","QMS 02/13/04/017307","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR060","Klinik Kesihatan Bakri","Jalan Muar Ke Pagoh 84600  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE048","PBE","JOHOR","MUAR","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708087","Products Installed",
"82","02 13","QMS 02/13/04/017308","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR062","Klinik Kesihatan Batu 15 Air Hitam","Bt  27 Lenga  Muar   84540","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE078","PBE","JOHOR","MUAR","2017-08-22 9:00AM","2017-08-22 9:00AM","201706070883","Products Installed",
"83","02 13","QMS 02/13/04/017309","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR063","Klinik Kesihatan Bukit Pasir","No  264 5 Jalan Kenangan 1 Taman Tun Dr Ismail 84000  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE050","PBE","JOHOR","MUAR","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708086","Products Installed",
"84","02 13","QMS 02/13/04/017311","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR065","Klinik Kesihatan Lenga","Jalan Sg  Abong  Muar 84000  Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE079","PBE","JOHOR","MUAR","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708084","Products Installed",
"85","02 13","QMS 02/13/04/017313","SUP037","Pusat Anggota Tiruan Central Sdn Bhd","info@artaniaga.com.my","No 13-1, Jalan Bachang, Off Jalan Ipoh, Kuala Lumpur","Puveendra Thuraisingam","Charts, Eye, Visual, Acuity","INMOCLINC, S.A.","16500","Charts, Eye, Visual, Acuity","JHR066","Klinik Kesihatan Pagoh","Batu 15 Jalan Muar Ke Pt  Sulong  86100 Muar","KK","Batch 4","SOUTHERN","TPO0213","2017-06-01","JHPCHE052","PBE","JOHOR","MUAR","2017-08-22 9:00AM","2017-08-22 9:00AM","2017060708085","Products Installed",
