 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"45","01 05","QMS 01/05/07/027850","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK039","Klinik Kesihatan Sungai Asap","Klinik Kesihatan Sungai Asap  96800  Belaga","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB175","PBE","SARAWAK","KAPIT","2018-04-24 8:00AM","2018-04-24 8:00AM","3008-14-2287","07-05-2018","Products Installed",
"46","01 05","QMS 01/05/07/027851","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Analyzers, Laboratory, Blood, Hemoglobin","Stanbio Laboratory","H2","Analyzers, Laboratory, Blood, Hemoglobin","SWK040","Klinik Kesihatan Sungai Koyan","Klinik Kesihatan Sungai Koyan  96800  Belaga","KK","Batch 7","East Malaysia","PO108520","2017-02-01","SWPANB177","PBE","SARAWAK","KAPIT","2018-04-24 8:00AM","2018-04-24 8:00AM","3008-14-2284","11-05-2018","Products Installed",
"47","01 13","QMS 01/13/07/028144","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR016","Klinik Kesihatan Kulai","Jalan Pejabat Kerajaan, Kulai, Kulaijaya, 81000 ","KK","Batch 7","Southern","PO106726","2016-09-01","JHNSCI001","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170306","24-05-2018","Products Installed",
"48","01 13","QMS 01/13/07/028145","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR031","Klinik Kesihatan Kahang Timur","86007  Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI006","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170030","15-05-2018","Products Installed",
"49","01 13","QMS 01/13/07/028146","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR039","Klinik Kesihatan Bandar Penawar","N0 5 Jalan Pembangunan  81900 Kota Tinggi","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI008","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170084","15-05-2018","Products Installed",
"50","01 13","QMS 01/13/07/028147","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR044","Klinik Kesihatan Lok Heng","Felda Air Tawar 2 Kota Tinggi 81900","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI010","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170259","15-05-2018","Products Installed",
"51","01 13","QMS 01/13/07/028148","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR205","Klinik Kesihatan  Air Tawar 5 (Felda)","Felda Air Tawar 5 81900","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI027","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","835422170367","16-05-2018","Products Installed",
"52","01 13","QMS 01/13/07/028149","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR017","Klinik Kesihatan Kulai Besar","Batu 19  Jalan Air Hitam  81000 Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI035","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","835422217295","24-05-2018","Products Installed",
"53","01 13","QMS 01/13/07/028150","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR032","Klinik Kesihatan Layang-Layang","81850  Layang Layang  Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI037","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","835422170193","16-05-2018","Products Installed",
"54","01 13","QMS 01/13/07/028151","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR091","Klinik Kesihatan Ibu dan Anak Kota Tinggi","Jalan Tun Haba  81900 Kota Tinggi  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI042","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","835422170334","16-05-2018","Products Installed",
"55","01 13","QMS 01/13/07/028152","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR264","Klinik Desa Jeram Tepi","JKR 1077 Jalan Simpang Jeram Muar 84200","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI046","NBE","JOHOR","MUAR","2018-04-15 8:00AM","2018-04-15 8:00AM","835422170227","16-05-2018","Products Installed",
"56","01 13","QMS 01/13/07/028153","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR266","Klinik Desa Kereta Lembu","JKR 1117 Jln  Dato Hj  Kosai 84000","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI047","NBE","JOHOR","MUAR","2018-03-01 09.00AM","2018-03-01 09.00AM","835422170253","16-05-2018","Products Installed",
"57","01 13","QMS 01/13/07/028154","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR309","Klinik Desa Kuala Paya,","Kampung Kuala Paya   Buloh Kasap  85010 Segamat ","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI072","NBE","JOHOR","SEGAMAT","2018-03-20 8:00AM","2018-03-20 8:00AM","8354325100844","16-05-2018","Products Installed",
"58","01 13","QMS 01/13/07/028155","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR310","Klinik Desa Sepang Loi","Kampung Spang Loi   Batu Anam  85100 Segamat ","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI073","NBE","JOHOR","SEGAMAT","2018-03-20 8:00AM","2018-03-20 8:00AM","8354325100737","16-05-2018","Products Installed",
"59","01 13","QMS 01/13/07/028156","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR325","Klinik Desa Palong Timur","Palong Timur   Batu Anam  85100 Segamat ","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI074","NBE","JOHOR","SEGAMAT","2018-03-20 8:00AM","2018-03-20 8:00AM","8354120160109","16-05-2018","Products Installed",
"60","01 13","QMS 01/13/07/028157","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR030","Klinik Kesihatan Kahang Bt. 22","86700  Kahang  Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI080","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","835422170386","16-05-2018","Products Installed",
"61","01 13","QMS 01/13/07/028158","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR036","Klinik Kesihatan Ulu Belitong","86007  Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI081","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","835422170296","16-05-2018","Products Installed",
"62","01 13","QMS 01/13/07/028159","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR037","Klinik Kesihatan Air Tawar 2","Jalan Pasar  Sg Rengit  Kota Tinggi  81900","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI082","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170220","16-05-2018","Products Installed",
"63","01 13","QMS 01/13/07/028160","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR045","Klinik Kesihatan Pengerang","Felda Lok Heng Kota Tinggi 81970","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI083","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170387","16-05-2018","Products Installed",
"64","01 13","QMS 01/13/07/028161","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR048","Klinik Kesihatan Tanjung Sedili","Felda Sening Kota Tinggi 81900","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI084","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170288","16-05-2018","Products Installed",
"65","01 13","QMS 01/13/07/028162","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR160","Klinik Desa Felda Bukit Batu","Jalan Klinik  81020 Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI106","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170301","24-05-2018","Products Installed",
"66","01 13","QMS 01/13/07/028163","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR161","Klinik Desa Felda Bukit Permai","Jalan Sekolah  81000 Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI107","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170385","24-05-2018","Products Installed",
"67","01 13","QMS 01/13/07/028164","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR162","Klinik Desa Felda Inas","Jalan Titiwangsa Felda Inas Utara  81000 Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI108","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170392","24-05-2018","Products Installed",
"68","01 13","QMS 01/13/07/028165","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR163","Klinik Desa Kelapa Sawit","Jalan Kelapa Sawit  81030  Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI109","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170408","24-05-2018","Products Installed",
"69","01 13","QMS 01/13/07/028166","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR165","Klinik Desa Sedenak","Batu 24 Lorong 4 Kulai Jaya  81010 Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI110","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170232","24-05-2018","Products Installed",
"70","01 13","QMS 01/13/07/028167","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR166","Klinik Desa Air Bemban","Batu 25  Jalan Air Hitam  81020 Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI111","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170391","24-05-2018","Products Installed",
"71","01 13","QMS 01/13/07/028168","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR168","Klinik Desa Saleng","Batu 17 Jalan Air Hitam  81400 Kulai Jaya  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI112","NBE","JOHOR","KULAI JAYA","2018-04-18 8:00AM","2018-04-18 8:00AM","8354222170369","24-05-2018","Products Installed",
"72","01 13","QMS 01/13/07/028169","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR170","Klinik Desa Sri Lalang","Kampong Sri Lalang  Kluang  8600","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI113","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170407","16-05-2018","Products Installed",
"73","01 13","QMS 01/13/07/028170","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR172","Klinik Desa  Kampung Paya, Kluang","Jalan Kampong  Paya  86000 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI114","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170085","16-05-2018","Products Installed",
"74","01 13","QMS 01/13/07/028171","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR173","Klinik Desa Kampung Tengah, Kluang","Kampong Tengah  Kluang  86300","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI115","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170318","16-05-2018","Products Installed",
"75","01 13","QMS 01/13/07/028172","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR174","Klinik Desa Sungai Sayong, Rengam","Jalan Rengam  86300 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI116","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170074","16-05-2018","Products Installed",
"76","01 13","QMS 01/13/07/028173","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR178","Klinik Desa Parit Hj Hashim","Kampong Parit Hj  Hashim 86200 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI117","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170379","16-05-2018","Products Installed",
"77","01 13","QMS 01/13/07/028174","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR180","Klinik Desa Macap","Kampung Macap  86200 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI118","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170362","16-05-2018","Products Installed",
"78","01 13","QMS 01/13/07/028175","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR184","Klinik Desa Niyor","Kampong Desa Nyior  86000 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI120","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170411","16-05-2018","Products Installed",
"79","01 13","QMS 01/13/07/028176","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR185","Klinik Desa Batu 4�, Paloh","Batu  41 2 Paloh   86000 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI121","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170320","16-05-2018","Products Installed",
"80","01 13","QMS 01/13/07/028177","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR187","Klinik Desa Kahang Barat","Kahang Barat  86000 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI122","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170080","16-05-2018","Products Installed",
"81","01 13","QMS 01/13/07/028178","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR188","Klinik Desa Kahang Batu. 28","Kahang Batu  28  86000 Kluang","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI123","NBE","JOHOR","KLUANG","2018-04-09 8:00AM","2018-04-09 8:00AM","8354222170311","16-05-2018","Products Installed",
"82","01 13","QMS 01/13/07/028179","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR189","Klinik Desa Semanggar","Kampong Semangar Dalam  81900 Kota Tinggi  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI124","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170374","16-05-2018","Products Installed",
"83","01 13","QMS 01/13/07/028180","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR190","Klinik Desa Sungai Telor","Kampong Seri Jaya  Sg Telor  81900 Kota Tinggi  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI125","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170070","16-05-2018","Products Installed",
"84","01 13","QMS 01/13/07/028181","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR191","Klinik Desa Linggiu (Felda)","Felda Linggiu  81900 Kota Tinggi  Johor","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI126","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170063","16-05-2018","Products Installed",
"85","01 13","QMS 01/13/07/028182","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Scales,Infant","Seca GmbH & Co.Kg","Seca 3541317619","Scales,Infant","JHR193","Klinik Desa Pasir Gogok","Kampong  Pasir Gogok 81900","KK","Batch 7","SOUTHERN","PO106726","2016-09-01","JHNSCI127","NBE","JOHOR","KOTA TINGGI","2018-04-10 8:00AM","2018-04-10 8:00AM","8354222170355","16-05-2018","Products Installed",
